ID,P@5,P@10,P@15,P@20,P@tot,R@5,R@10,R@15,R@20,R@tot
S0959378016300139,0.2,0.1,0.06666666666666667,0.1,0.05263157894736842,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556
S0933365718302598,0.0,0.0,0.0,0.05,0.07865168539325842,0.0,0.0,0.0,0.14285714285714285,1.0
S0378111916308848,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.8
S0167587715000768,0.0,0.1,0.06666666666666667,0.1,0.11627906976744186,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.7692307692307693
S0022169415004072,0.0,0.0,0.06666666666666667,0.1,0.1875,0.0,0.0,0.08333333333333333,0.16666666666666666,0.75
S2468217916300697,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.7272727272727273
S0167880917303626,0.0,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,0.0,0.0,0.2727272727272727
S0031942218301997,0.0,0.0,0.0,0.0,0.09836065573770492,0.0,0.0,0.0,0.0,0.8571428571428571
S0165232X19302071,0.0,0.0,0.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.0,0.5555555555555556
S0927024815005218,0.0,0.0,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.42857142857142855
S2352484719300435,0.0,0.2,0.13333333333333333,0.1,0.1509433962264151,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.7272727272727273
S0020768316303274,0.2,0.1,0.06666666666666667,0.05,0.07352941176470588,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143
S0753332219334821,0.4,0.2,0.2,0.15,0.09090909090909091,0.13333333333333333,0.13333333333333333,0.2,0.2,0.5333333333333333
S0305750X18303024,0.0,0.0,0.0,0.0,0.07058823529411765,0.0,0.0,0.0,0.0,0.6666666666666666
S1472979217303190,0.0,0.1,0.13333333333333333,0.15,0.08571428571428572,0.0,0.16666666666666666,0.3333333333333333,0.5,1.0
S2001037016300629,0.0,0.0,0.0,0.05,0.11494252873563218,0.0,0.0,0.0,0.0625,0.625
S1198743X16304815,0.0,0.1,0.13333333333333333,0.2,0.1,0.0,0.125,0.25,0.5,1.0
S2211379719311520,0.2,0.2,0.26666666666666666,0.2,0.15555555555555556,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.5384615384615384
S2352827318303458,0.0,0.0,0.0,0.05,0.04716981132075472,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143
S1477893918303661,0.0,0.0,0.06666666666666667,0.05,0.05952380952380952,0.0,0.0,0.1,0.1,0.5
S1089860316301409,0.2,0.2,0.13333333333333333,0.1,0.11940298507462686,0.125,0.25,0.25,0.25,1.0
S0168170216304178,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0
S0305440314001484,0.6,0.3,0.2,0.15,0.1276595744680851,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571
S0304397514008469,0.0,0.2,0.2,0.3,0.2972972972972973,0.0,0.125,0.1875,0.375,0.6875
S0277379114002546,0.0,0.1,0.06666666666666667,0.05,0.0759493670886076,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571
S0747563218305685,0.0,0.2,0.13333333333333333,0.1,0.09836065573770492,0.0,0.2,0.2,0.2,0.6
S0010027716300646,0.0,0.0,0.06666666666666667,0.1,0.13432835820895522,0.0,0.0,0.1,0.2,0.9
S0264837718308603,0.0,0.0,0.0,0.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.625
S1296207418306927,0.0,0.1,0.13333333333333333,0.1,0.19047619047619047,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.9230769230769231
S0142941818302794,0.0,0.1,0.06666666666666667,0.05,0.07692307692307693,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334
S2215016119303279,0.4,0.4,0.4,0.35,0.41935483870967744,0.125,0.25,0.375,0.4375,0.8125
S2162253118302038,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
S0308597X18301489,0.0,0.0,0.06666666666666667,0.05,0.07792207792207792,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0
S0014305715003432,0.0,0.0,0.13333333333333333,0.1,0.08620689655172414,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334
S1871101419300123,0.0,0.1,0.06666666666666667,0.05,0.10666666666666667,0.0,0.125,0.125,0.125,1.0
S0048969719337271,0.0,0.0,0.06666666666666667,0.05,0.020618556701030927,0.0,0.0,0.125,0.125,0.25
S2213671118304314,0.0,0.1,0.13333333333333333,0.1,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.6666666666666666
S0048969719338732,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.6
S2213231719311140,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.6
S1364815216300251,0.0,0.0,0.13333333333333333,0.2,0.10344827586206896,0.0,0.0,0.2857142857142857,0.5714285714285714,0.8571428571428571
S1364661315001989,0.4,0.2,0.2,0.15,0.10416666666666667,0.2,0.2,0.3,0.3,0.5
S0091743518302962,0.0,0.0,0.13333333333333333,0.1,0.04225352112676056,0.0,0.0,0.2,0.2,0.3
S0301562915004706,0.0,0.0,0.13333333333333333,0.1,0.11864406779661017,0.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
S0143400415008966,0.0,0.0,0.0,0.0,0.0380952380952381,0.0,0.0,0.0,0.0,0.8
S0308597X16301907,0.0,0.2,0.26666666666666666,0.2,0.14545454545454545,0.0,0.2,0.4,0.4,0.8
S1364815215300682,0.0,0.2,0.13333333333333333,0.1,0.19148936170212766,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.75
S0009254114002964,0.0,0.0,0.0,0.05,0.06976744186046512,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571
S0038110115001720,0.0,0.0,0.0,0.05,0.028169014084507043,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333
S0749596X19300701,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6
S0277379113004101,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.7333333333333333
S1931312819304834,0.0,0.0,0.0,0.0,0.1323529411764706,0.0,0.0,0.0,0.0,0.75
S0264817216301933,0.2,0.4,0.3333333333333333,0.3,0.203125,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.35294117647058826,0.7647058823529411
S2352711016300206,0.0,0.0,0.06666666666666667,0.1,0.16216216216216217,0.0,0.0,0.16666666666666666,0.3333333333333333,1.0
S1352231015303903,0.0,0.0,0.06666666666666667,0.05,0.0673076923076923,0.0,0.0,0.07692307692307693,0.07692307692307693,0.5384615384615384
S2589914718300161,0.0,0.2,0.13333333333333333,0.1,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.5454545454545454
S0045793018301798,0.0,0.0,0.0,0.0,0.11688311688311688,0.0,0.0,0.0,0.0,1.0
S1877584514000306,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.75
S2049080119300135,0.0,0.1,0.06666666666666667,0.05,0.05405405405405406,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444
S0141113618308201,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.6666666666666666
S0925753515003501,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.8333333333333334
S2215016119303413,0.0,0.1,0.06666666666666667,0.05,0.13114754098360656,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.6666666666666666
S0034425717302729,0.0,0.0,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.5
S0301479719307042,0.0,0.0,0.0,0.0,0.12790697674418605,0.0,0.0,0.0,0.0,0.7857142857142857
S0925527319302324,0.0,0.1,0.13333333333333333,0.1,0.0851063829787234,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
S1471492217302829,0.8,0.5,0.3333333333333333,0.25,0.2647058823529412,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8181818181818182
S2212420915301758,0.0,0.0,0.0,0.05,0.08235294117647059,0.0,0.0,0.0,0.1111111111111111,0.7777777777777778
S0264410X17305558,0.0,0.0,0.0,0.0,0.12307692307692308,0.0,0.0,0.0,0.0,0.6666666666666666
S0079661117300812,0.0,0.0,0.0,0.0,0.13978494623655913,0.0,0.0,0.0,0.0,1.0
S1389041718300391,0.0,0.0,0.0,0.05,0.23404255319148937,0.0,0.0,0.0,0.058823529411764705,0.6470588235294118
S0014305716310187,0.2,0.1,0.2,0.15,0.0958904109589041,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.7777777777777778
S1096719217302093,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.6666666666666666
S1742706115300325,0.0,0.0,0.0,0.0,0.05309734513274336,0.0,0.0,0.0,0.0,1.0
